column_a,year,month,dayofmonth,dayofweek,deptime,crsdeptime,arrtime,crsarrtime,uniquecarrier,flightnum,tailnum,actualelapsedtime,crselapsedtime,airtime,arrdelay,depdelay,origin,dest,distance,taxiin,taxiout,cancelled,cancellationcode,diverted,carrierdelay,weatherdelay,nasdelay,securitydelay,lateaircraftdelay,yearmonth
324548  ,2008,1    ,10        ,4        ,1450.0 ,1400      ,1538.0 ,1448      ,EV           ,4210     ,N850AS ,48.0             ,48.0          ,22.0   ,50.0    ,50.0    ,ATL   ,CHA ,106     ,4.0   ,22.0   ,false    ,N               ,false   ,50.0        ,0.0         ,0.0     ,0.0          ,0.0              ,2008-01
324555  ,2008,1    ,17        ,4        ,1410.0 ,1400      ,1505.0 ,1448      ,EV           ,4210     ,N847AS ,55.0             ,48.0          ,25.0   ,17.0    ,10.0    ,ATL   ,CHA ,106     ,6.0   ,24.0   ,false    ,N               ,false   ,10.0        ,0.0         ,7.0     ,0.0          ,0.0              ,2008-01
324556  ,2008,1    ,18        ,5        ,1418.0 ,1400      ,1500.0 ,1448      ,EV           ,4210     ,N871AS ,42.0             ,48.0          ,19.0   ,12.0    ,18.0    ,ATL   ,CHA ,106     ,2.0   ,21.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
324557  ,2008,1    ,19        ,6        ,1409.0 ,1400      ,1600.0 ,1448      ,EV           ,4210     ,N971EV ,111.0            ,48.0          ,30.0   ,72.0    ,9.0     ,ATL   ,CHA ,106     ,3.0   ,78.0   ,false    ,N               ,false   ,7.0         ,2.0         ,63.0    ,0.0          ,0.0              ,2008-01
324558  ,2008,1    ,20        ,7        ,1631.0 ,1400      ,1714.0 ,1448      ,EV           ,4210     ,N914EV ,43.0             ,48.0          ,22.0   ,146.0   ,151.0   ,ATL   ,CHA ,106     ,2.0   ,19.0   ,false    ,N               ,false   ,146.0       ,0.0         ,0.0     ,0.0          ,0.0              ,2008-01
324560  ,2008,1    ,22        ,2        ,1415.0 ,1400      ,1452.0 ,1448      ,EV           ,4210     ,N871AS ,37.0             ,48.0          ,23.0   ,4.0     ,15.0    ,ATL   ,CHA ,106     ,5.0   ,9.0    ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
324563  ,2008,1    ,25        ,5        ,1425.0 ,1400      ,1457.0 ,1448      ,EV           ,4210     ,N681BR ,32.0             ,48.0          ,21.0   ,9.0     ,25.0    ,ATL   ,CHA ,106     ,2.0   ,9.0    ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
324565  ,2008,1    ,27        ,7        ,1526.0 ,1400      ,1602.0 ,1448      ,EV           ,4210     ,N930EV ,36.0             ,48.0          ,22.0   ,74.0    ,86.0    ,ATL   ,CHA ,106     ,2.0   ,12.0   ,false    ,N               ,false   ,74.0        ,0.0         ,0.0     ,0.0          ,0.0              ,2008-01
25367   ,2008,1    ,10        ,4        ,1253.0 ,1225      ,1454.0 ,1435      ,WN           ,1506     ,N259WN ,61.0             ,70.0          ,49.0   ,19.0    ,28.0    ,SNA   ,PHX ,338     ,4.0   ,8.0    ,false    ,N               ,false   ,0.0         ,0.0         ,0.0     ,0.0          ,19.0             ,2008-01
324568  ,2008,1    ,30        ,3        ,1418.0 ,1400      ,1456.0 ,1448      ,EV           ,4210     ,N830AS ,38.0             ,48.0          ,24.0   ,8.0     ,18.0    ,ATL   ,CHA ,106     ,2.0   ,12.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
324576  ,2008,1    ,10        ,4        ,1608.0 ,1514      ,1655.0 ,1608      ,EV           ,4210     ,N850AS ,47.0             ,54.0          ,32.0   ,47.0    ,54.0    ,CHA   ,ATL ,106     ,8.0   ,7.0    ,false    ,N               ,false   ,47.0        ,0.0         ,0.0     ,0.0          ,0.0              ,2008-01
324583  ,2008,1    ,17        ,4        ,1533.0 ,1514      ,1625.0 ,1608      ,EV           ,4210     ,N847AS ,52.0             ,54.0          ,26.0   ,17.0    ,19.0    ,CHA   ,ATL ,106     ,12.0  ,14.0   ,false    ,N               ,false   ,0.0         ,0.0         ,0.0     ,0.0          ,17.0             ,2008-01
324584  ,2008,1    ,18        ,5        ,1520.0 ,1514      ,1607.0 ,1608      ,EV           ,4210     ,N871AS ,47.0             ,54.0          ,25.0   ,-1.0    ,6.0     ,CHA   ,ATL ,106     ,7.0   ,15.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
324585  ,2008,1    ,19        ,6        ,1625.0 ,1514      ,1715.0 ,1608      ,EV           ,4210     ,N971EV ,50.0             ,54.0          ,27.0   ,67.0    ,71.0    ,CHA   ,ATL ,106     ,8.0   ,15.0   ,false    ,N               ,false   ,0.0         ,67.0        ,0.0     ,0.0          ,0.0              ,2008-01
324586  ,2008,1    ,20        ,7        ,1745.0 ,1514      ,1832.0 ,1608      ,EV           ,4210     ,N914EV ,47.0             ,54.0          ,27.0   ,144.0   ,151.0   ,CHA   ,ATL ,106     ,10.0  ,10.0   ,false    ,N               ,false   ,144.0       ,0.0         ,0.0     ,0.0          ,0.0              ,2008-01
324591  ,2008,1    ,25        ,5        ,1523.0 ,1514      ,1610.0 ,1608      ,EV           ,4210     ,N681BR ,47.0             ,54.0          ,23.0   ,2.0     ,9.0     ,CHA   ,ATL ,106     ,16.0  ,8.0    ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
324593  ,2008,1    ,27        ,7        ,1639.0 ,1514      ,1726.0 ,1608      ,EV           ,4210     ,N930EV ,47.0             ,54.0          ,26.0   ,78.0    ,85.0    ,CHA   ,ATL ,106     ,12.0  ,9.0    ,false    ,N               ,false   ,78.0        ,0.0         ,0.0     ,0.0          ,0.0              ,2008-01
324596  ,2008,1    ,30        ,3        ,1534.0 ,1514      ,1629.0 ,1608      ,EV           ,4210     ,N830AS ,55.0             ,54.0          ,29.0   ,21.0    ,20.0    ,CHA   ,ATL ,106     ,16.0  ,10.0   ,false    ,N               ,false   ,20.0        ,0.0         ,1.0     ,0.0          ,0.0              ,2008-01
324604  ,2008,1    ,3         ,4        ,2049.0 ,1900      ,2152.0 ,2011      ,EV           ,4211     ,N921EV ,123.0            ,131.0         ,91.0   ,101.0   ,109.0   ,ATL   ,TUL ,674     ,4.0   ,28.0   ,false    ,N               ,false   ,43.0        ,0.0         ,0.0     ,0.0          ,58.0             ,2008-01
25371   ,2008,1    ,10        ,4        ,1036.0 ,1025      ,1239.0 ,1235      ,WN           ,3657     ,N792SW ,63.0             ,70.0          ,49.0   ,4.0     ,11.0    ,SNA   ,PHX ,338     ,3.0   ,11.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
324606  ,2008,1    ,6         ,7        ,1933.0 ,1900      ,2035.0 ,2011      ,EV           ,4211     ,N832AS ,122.0            ,131.0         ,100.0  ,24.0    ,33.0    ,ATL   ,TUL ,674     ,3.0   ,19.0   ,false    ,N               ,false   ,24.0        ,0.0         ,0.0     ,0.0          ,0.0              ,2008-01
324607  ,2008,1    ,7         ,1        ,1918.0 ,1900      ,2022.0 ,2011      ,EV           ,4211     ,N836AS ,124.0            ,131.0         ,109.0  ,11.0    ,18.0    ,ATL   ,TUL ,674     ,3.0   ,12.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
324609  ,2008,1    ,9         ,3        ,1945.0 ,1900      ,2042.0 ,2011      ,EV           ,4211     ,N884AS ,117.0            ,131.0         ,100.0  ,31.0    ,45.0    ,ATL   ,TUL ,674     ,1.0   ,16.0   ,false    ,N               ,false   ,31.0        ,0.0         ,0.0     ,0.0          ,0.0              ,2008-01
324610  ,2008,1    ,10        ,4        ,1915.0 ,1900      ,2016.0 ,2011      ,EV           ,4211     ,N823AS ,121.0            ,131.0         ,100.0  ,5.0     ,15.0    ,ATL   ,TUL ,674     ,4.0   ,17.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
324613  ,2008,1    ,14        ,1        ,1920.0 ,1900      ,2022.0 ,2011      ,EV           ,4211     ,N872AS ,122.0            ,131.0         ,107.0  ,11.0    ,20.0    ,ATL   ,TUL ,674     ,4.0   ,11.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
324615  ,2008,1    ,16        ,3        ,1954.0 ,1900      ,2400.0 ,2011      ,EV           ,4211     ,N833AS ,306.0            ,131.0         ,101.0  ,229.0   ,54.0    ,ATL   ,TUL ,674     ,5.0   ,200.0  ,false    ,N               ,false   ,0.0         ,54.0        ,175.0   ,0.0          ,0.0              ,2008-01
324616  ,2008,1    ,17        ,4        ,1908.0 ,1900      ,2021.0 ,2011      ,EV           ,4211     ,N927EV ,133.0            ,131.0         ,109.0  ,10.0    ,8.0     ,ATL   ,TUL ,674     ,4.0   ,20.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
324617  ,2008,1    ,18        ,5        ,1919.0 ,1900      ,2033.0 ,2011      ,EV           ,4211     ,N971EV ,134.0            ,131.0         ,106.0  ,22.0    ,19.0    ,ATL   ,TUL ,674     ,7.0   ,21.0   ,false    ,N               ,false   ,19.0        ,0.0         ,3.0     ,0.0          ,0.0              ,2008-01
324619  ,2008,1    ,22        ,2        ,1907.0 ,1900      ,2027.0 ,2011      ,EV           ,4211     ,N900EV ,140.0            ,131.0         ,119.0  ,16.0    ,7.0     ,ATL   ,TUL ,674     ,4.0   ,17.0   ,false    ,N               ,false   ,7.0         ,0.0         ,9.0     ,0.0          ,0.0              ,2008-01
324623  ,2008,1    ,27        ,7        ,1907.0 ,1900      ,2009.0 ,2011      ,EV           ,4211     ,N833AS ,122.0            ,131.0         ,102.0  ,-2.0    ,7.0     ,ATL   ,TUL ,674     ,3.0   ,17.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
25372   ,2008,1    ,10        ,4        ,1838.0 ,1815      ,1947.0 ,1930      ,WN           ,192      ,N420WN ,69.0             ,75.0          ,61.0   ,17.0    ,23.0    ,SNA   ,SJC ,342     ,2.0   ,6.0    ,false    ,N               ,false   ,6.0         ,0.0         ,0.0     ,0.0          ,11.0             ,2008-01
324624  ,2008,1    ,28        ,1        ,2207.0 ,1900      ,2309.0 ,2011      ,EV           ,4211     ,N837AS ,122.0            ,131.0         ,106.0  ,178.0   ,187.0   ,ATL   ,TUL ,674     ,2.0   ,14.0   ,false    ,N               ,false   ,178.0       ,0.0         ,0.0     ,0.0          ,0.0              ,2008-01
324625  ,2008,1    ,29        ,2        ,1931.0 ,1900      ,2032.0 ,2011      ,EV           ,4211     ,N832AS ,121.0            ,131.0         ,106.0  ,21.0    ,31.0    ,ATL   ,TUL ,674     ,5.0   ,10.0   ,false    ,N               ,false   ,0.0         ,0.0         ,0.0     ,0.0          ,21.0             ,2008-01
324627  ,2008,1    ,31        ,4        ,2025.0 ,1900      ,2130.0 ,2011      ,EV           ,4211     ,N919EV ,125.0            ,131.0         ,101.0  ,79.0    ,85.0    ,ATL   ,TUL ,674     ,5.0   ,19.0   ,false    ,N               ,false   ,79.0        ,0.0         ,0.0     ,0.0          ,0.0              ,2008-01
324628  ,2008,1    ,2         ,3        ,1708.0 ,1700      ,1805.0 ,1807      ,EV           ,4211     ,N886AS ,57.0             ,67.0          ,39.0   ,-2.0    ,8.0     ,CAE   ,ATL ,191     ,5.0   ,13.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
324629  ,2008,1    ,3         ,4        ,1719.0 ,1700      ,1825.0 ,1807      ,EV           ,4211     ,N842AS ,66.0             ,67.0          ,36.0   ,18.0    ,19.0    ,CAE   ,ATL ,191     ,14.0  ,16.0   ,false    ,N               ,false   ,18.0        ,0.0         ,0.0     ,0.0          ,0.0              ,2008-01
324630  ,2008,1    ,4         ,5        ,1830.0 ,1700      ,1948.0 ,1807      ,EV           ,4211     ,N927EV ,78.0             ,67.0          ,53.0   ,101.0   ,90.0    ,CAE   ,ATL ,191     ,12.0  ,13.0   ,false    ,N               ,false   ,0.0         ,0.0         ,11.0    ,0.0          ,90.0             ,2008-01
324631  ,2008,1    ,6         ,7        ,1752.0 ,1700      ,1853.0 ,1807      ,EV           ,4211     ,N879AS ,61.0             ,67.0          ,38.0   ,46.0    ,52.0    ,CAE   ,ATL ,191     ,9.0   ,14.0   ,false    ,N               ,false   ,46.0        ,0.0         ,0.0     ,0.0          ,0.0              ,2008-01
324632  ,2008,1    ,7         ,1        ,1734.0 ,1700      ,1834.0 ,1807      ,EV           ,4211     ,N836AS ,60.0             ,67.0          ,37.0   ,27.0    ,34.0    ,CAE   ,ATL ,191     ,10.0  ,13.0   ,false    ,N               ,false   ,27.0        ,0.0         ,0.0     ,0.0          ,0.0              ,2008-01
324633  ,2008,1    ,8         ,2        ,1709.0 ,1700      ,1810.0 ,1807      ,EV           ,4211     ,N900EV ,61.0             ,67.0          ,38.0   ,3.0     ,9.0     ,CAE   ,ATL ,191     ,14.0  ,9.0    ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
324634  ,2008,1    ,9         ,3        ,1759.0 ,1700      ,1903.0 ,1807      ,EV           ,4211     ,N884AS ,64.0             ,67.0          ,41.0   ,56.0    ,59.0    ,CAE   ,ATL ,191     ,10.0  ,13.0   ,false    ,N               ,false   ,56.0        ,0.0         ,0.0     ,0.0          ,0.0              ,2008-01
25382   ,2008,1    ,10        ,4        ,1146.0 ,1140      ,1320.0 ,1305      ,WN           ,970      ,N265WN ,94.0             ,85.0          ,80.0   ,15.0    ,6.0     ,SNA   ,SMF ,404     ,4.0   ,10.0   ,false    ,N               ,false   ,0.0         ,0.0         ,9.0     ,0.0          ,6.0              ,2008-01
324636  ,2008,1    ,11        ,5        ,1706.0 ,1700      ,1807.0 ,1807      ,EV           ,4211     ,N839AS ,61.0             ,67.0          ,41.0   ,0.0     ,6.0     ,CAE   ,ATL ,191     ,9.0   ,11.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
324641  ,2008,1    ,17        ,4        ,1814.0 ,1700      ,1936.0 ,1807      ,EV           ,4211     ,N972EV ,82.0             ,67.0          ,48.0   ,89.0    ,74.0    ,CAE   ,ATL ,191     ,13.0  ,21.0   ,false    ,N               ,false   ,74.0        ,0.0         ,15.0    ,0.0          ,0.0              ,2008-01
324642  ,2008,1    ,18        ,5        ,1708.0 ,1700      ,1810.0 ,1807      ,EV           ,4211     ,N906EV ,62.0             ,67.0          ,40.0   ,3.0     ,8.0     ,CAE   ,ATL ,191     ,10.0  ,12.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
324644  ,2008,1    ,22        ,2        ,1800.0 ,1700      ,1910.0 ,1807      ,EV           ,4211     ,N977EV ,70.0             ,67.0          ,47.0   ,63.0    ,60.0    ,CAE   ,ATL ,191     ,14.0  ,9.0    ,false    ,N               ,false   ,0.0         ,0.0         ,3.0     ,0.0          ,60.0             ,2008-01
324645  ,2008,1    ,23        ,3        ,1707.0 ,1700      ,1809.0 ,1807      ,EV           ,4211     ,N874AS ,62.0             ,67.0          ,41.0   ,2.0     ,7.0     ,CAE   ,ATL ,191     ,9.0   ,12.0   ,false    ,N               ,false   ,            ,            ,        ,             ,                 ,2008-01
324648  ,2008,1    ,27        ,7        ,1723.0 ,1700      ,1822.0 ,1807      ,EV           ,4211     ,N833AS ,59.0             ,67.0          ,37.0   ,15.0    ,23.0    ,CAE   ,ATL ,191     ,12.0  ,10.0   ,false    ,N               ,false   ,15.0        ,0.0         ,0.0     ,0.0          ,0.0              ,2008-01
324649  ,2008,1    ,28        ,1        ,2112.0 ,1700      ,2207.0 ,1807      ,EV           ,4211     ,N830AS ,55.0             ,67.0          ,39.0   ,240.0   ,252.0   ,CAE   ,ATL ,191     ,11.0  ,5.0    ,false    ,N               ,false   ,240.0       ,0.0         ,0.0     ,0.0          ,0.0              ,2008-01
324650  ,2008,1    ,29        ,2        ,1801.0 ,1700      ,1857.0 ,1807      ,EV           ,4211     ,N832AS ,56.0             ,67.0          ,38.0   ,50.0    ,61.0    ,CAE   ,ATL ,191     ,7.0   ,11.0   ,false    ,N               ,false   ,0.0         ,0.0         ,0.0     ,0.0          ,50.0             ,2008-01
324652  ,2008,1    ,31        ,4        ,1706.0 ,1700      ,1839.0 ,1807      ,EV           ,4211     ,N880AS ,93.0             ,67.0          ,59.0   ,32.0    ,6.0     ,CAE   ,ATL ,191     ,13.0  ,21.0   ,false    ,N               ,false   ,6.0         ,0.0         ,26.0    ,0.0          ,0.0              ,2008-01
324656  ,2008,1    ,1         ,2        ,1754.0 ,1729      ,1910.0 ,1855      ,EV           ,4212     ,N710EV ,76.0             ,86.0          ,59.0   ,15.0    ,25.0    ,ATL   ,CVG ,373     ,5.0   ,12.0   ,false    ,N               ,false   ,15.0        ,0.0         ,0.0     ,0.0          ,0.0              ,2008-01
25385   ,2008,1    ,10        ,4        ,1942.0 ,1920      ,2109.0 ,2045      ,WN           ,3498     ,N769SW ,87.0             ,85.0          ,78.0   ,24.0    ,22.0    ,SNA   ,SMF ,404     ,3.0   ,6.0    ,false    ,N               ,false   ,9.0         ,0.0         ,2.0     ,0.0          ,13.0             ,2008-01
324660  ,2008,1    ,6         ,7        ,1751.0 ,1729      ,1915.0 ,1855      ,EV           ,4212     ,N761EV ,84.0             ,86.0          ,63.0   ,20.0    ,22.0    ,ATL   ,CVG ,373     ,7.0   ,14.0   ,false    ,N               ,false   ,0.0         ,0.0         ,20.0    ,0.0          ,0.0              ,2008-01
324661  ,2008,1    ,8         ,2        ,1750.0 ,1729      ,1919.0 ,1855      ,EV           ,4212     ,N751EV ,89.0             ,86.0          ,63.0   ,24.0    ,21.0    ,ATL   ,CVG ,373     ,8.0   ,18.0   ,false    ,N               ,false   ,21.0        ,0.0         ,3.0     ,0.0          ,0.0              ,2008-01
